RepRapFirmware height map file v2 generated at 2021-06-12 12:23, min error -0.116, max error 0.165, mean 0.022, deviation 0.075
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,20.00,180.00,-1.00,40.00,40.00,8,5
  0.165,  0.109,  0.099,  0.079,  0.032,  0.004, -0.038, -0.056
  0.142,  0.106,  0.083,  0.055,  0.010, -0.029, -0.061, -0.108
  0.106,  0.083,  0.061,  0.030,  0.000, -0.052, -0.079, -0.109
  0.126,  0.086,  0.050,  0.029, -0.006, -0.044, -0.072, -0.116
  0.115,  0.084,  0.054,  0.049,  0.021, -0.023, -0.042, -0.076
